FormatData_af#getContents()::: format data_af get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_narrow_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_agq#getContents()::: format data_agq get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_ak#getContents()::: format data_ak get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_am#getContents()::: format data_am get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_narrow_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_DateTimePatterns->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_buddhist_long_Eras->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_ar#getContents()::: format data_ar get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterNarrows->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_Eras->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_roc_long_Eras->new->StringArr->metaValue_islamic_MonthNames->new->StringArr->metaValue_islamic_long_Eras->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_nd#getContents()::: format data_nd get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->return
FormatData_nds#getContents()::: format data_nds get contents:::data->new->ObjectArrs->new->StringArr->return
FormatData_ne#getContents()::: format data_ne get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterNarrows->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_long_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_ne_IN#getContents()::: format data_ne_ n get contents:::metaValue_TimePatterns->new->StringArr->data->new->ObjectArrs->return
FormatData_nl#getContents()::: format data_nl get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_buddhist_long_Eras->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_roc_long_Eras->new->StringArr->metaValue_islamic_Eras->new->StringArr->metaValue_calendarname_gregorian->metaValue_brah_NumberElements->new->StringArr->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_nl_BE#getContents()::: format data_nl_ e get contents:::metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->data->new->ObjectArrs->new->StringArr->new->StringArr->return
FormatData_nmg#getContents()::: format data_nmg get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_nn#getContents()::: format data_nn get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_narrow_AmPmMarkers->new->StringArr->metaValue_long_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_nnh#getContents()::: format data_nnh get contents:::metaValue_MonthNames->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_nus#getContents()::: format data_nus get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_nyn#getContents()::: format data_nyn get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->return
FormatData_om#getContents()::: format data_om get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_standalone_QuarterAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_om_KE#getContents()::: format data_om_ e get contents:::metaValue_MonthNarrows->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_long_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->data->new->ObjectArrs->return
FormatData_or#getContents()::: format data_or get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_narrow_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_roc_AmPmMarkers->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_os#getContents()::: format data_os get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_long_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_pa#getContents()::: format data_pa get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_narrow_AmPmMarkers->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_buddhist_long_Eras->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_roc_Eras->new->StringArr->metaValue_islamic_long_Eras->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_pa_Arab#getContents()::: format data_pa_ arab get contents:::metaValue_MonthNames->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_long_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->data->new->ObjectArrs->new->StringArr->new->StringArr->return
FormatData_pl#getContents()::: format data_pl get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_narrow_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_buddhist_long_Eras->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_roc_AmPmMarkers->new->StringArr->metaValue_roc_long_Eras->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_prg#getContents()::: format data_prg get contents:::data->new->ObjectArrs->new->StringArr->return
FormatData_ps#getContents()::: format data_ps get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_DayNarrows->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_islamic_MonthNames->new->StringArr->metaValue_islamic_long_Eras->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_pt#getContents()::: format data_pt get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_buddhist_long_Eras->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_japanese_narrow_AmPmMarkers->new->StringArr->metaValue_roc_long_Eras->new->StringArr->metaValue_islamic_long_Eras->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_pt_MO#getContents()::: format data_pt_ o get contents:::metaValue_TimePatterns->new->StringArr->data->new->ObjectArrs->return
FormatData_pt_PT#getContents()::: format data_pt_ t get contents:::metaValue_DayAbbreviations->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_narrow_AmPmMarkers->new->StringArr->metaValue_timezone_regionFormat_daylight->metaValue_buddhist_long_Eras->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_qu#getContents()::: format data_qu get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_standalone_QuarterAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_long_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_MonthNarrows->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_qu_BO#getContents()::: format data_qu_ o get contents:::data->new->ObjectArrs->new->StringArr->return
FormatData_rm#getContents()::: format data_rm get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_standalone_QuarterAbbreviations->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_japanese_narrow_AmPmMarkers->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_rn#getContents()::: format data_rn get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_ro#getContents()::: format data_ro get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_QuarterNarrows->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_Eras->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_roc_Eras->new->StringArr->metaValue_islamic_Eras->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_rof#getContents()::: format data_rof get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->return
FormatData_ro_MD#getContents()::: format data_ro_ d get contents:::metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->data->new->ObjectArrs->new->StringArr->new->StringArr->return
FormatData_ru#getContents()::: format data_ru get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_japanese_narrow_AmPmMarkers->new->StringArr->metaValue_islamic_Eras->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
